Id,SalePrice,YearBuilt,YrSold,MonthSold,Size(sqf),Floor,N_Parkinglot(Ground),N_Parkinglot(Basement),TimeToBusStop,TimeToSubway,N_APT,N_manager,N_elevators,N_FacilitiesNearBy(PublicOffice),N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(Park),N_SchoolNearBy(Elementary),N_SchoolNearBy(Middle),N_SchoolNearBy(High),N_SchoolNearBy(University),N_FacilitiesInApt,N_FacilitiesNearBy(Total),N_SchoolNearBy(Total),class_price,AptType
724,92831,2014,2014,4,270,13,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
725,92920,1993,2011,1,644,4,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
726,92920,1986,2010,4,910,12,100.00,18.00,2.50,7.50,1.00,1.00,2.00,5.00,1,2.00,1.00,1.00,1.00,6.00,2.00,3.00,2.00,3,11.00,13.00,B,Family
727,92920,1992,2011,7,644,14,142.00,79.00,7.50,17.50,3.00,4.00,8.00,5.00,1,1.00,1.00,1.00,0.00,3.00,3.00,4.00,4.00,3,9.00,14.00,B,Family
728,92920,1980,2009,11,1060,2,90.00,1174.00,2.50,2.50,10.00,7.00,20.00,7.00,1,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,9,14.00,17.00,B,Family
729,92920,2005,2010,6,572,3,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,B,Family
730,92920,1997,2013,1,644,15,82.00,56.00,7.50,17.50,1.00,2.00,4.00,7.00,1,2.00,1.00,1.00,1.00,4.00,0.00,0.00,3.00,5,13.00,7.00,B,Married Couple
731,92920,1992,2013,3,576,1,200.00,0.00,7.50,12.50,3.00,5.00,10.00,7.00,1,1.00,1.00,5.00,1.00,4.00,3.00,5.00,5.00,3,16.00,17.00,B,Old
732,92920,1985,2014,7,587,10,80.00,76.00,2.50,7.50,1.00,2.00,2.00,5.00,1,2.00,1.00,2.00,1.00,2.00,1.00,1.00,0.00,3,12.00,4.00,B,Married Couple
733,92920,1993,2010,12,644,3,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
734,92920,1986,2008,10,910,11,100.00,18.00,2.50,7.50,1.00,1.00,2.00,5.00,1,2.00,1.00,1.00,1.00,6.00,2.00,3.00,2.00,3,11.00,13.00,B,Family
735,92920,1993,2010,12,644,19,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
736,92920,1993,2009,11,644,12,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
737,92920,1993,2010,8,644,16,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
738,92920,1993,2007,10,644,18,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
739,92920,2014,2017,5,288,3,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
740,92920,1997,2012,11,644,13,82.00,56.00,7.50,17.50,1.00,2.00,4.00,7.00,1,2.00,1.00,1.00,1.00,4.00,0.00,0.00,3.00,5,13.00,7.00,B,Married Couple
741,93097,2014,2014,9,288,3,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
742,93362,1985,2014,9,587,5,80.00,76.00,2.50,7.50,1.00,2.00,2.00,5.00,1,2.00,1.00,2.00,1.00,2.00,1.00,1.00,0.00,3,12.00,4.00,B,Married Couple
743,93362,1986,2007,9,910,7,100.00,18.00,2.50,7.50,1.00,1.00,2.00,5.00,1,2.00,1.00,1.00,1.00,6.00,2.00,3.00,2.00,3,11.00,13.00,B,Family
744,93362,1993,2009,8,644,13,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
745,93805,1986,2008,2,910,11,100.00,18.00,2.50,7.50,1.00,1.00,2.00,5.00,1,2.00,1.00,1.00,1.00,6.00,2.00,3.00,2.00,3,11.00,13.00,B,Family
746,93805,1985,2013,10,587,7,80.00,76.00,2.50,7.50,1.00,2.00,2.00,5.00,1,2.00,1.00,2.00,1.00,2.00,1.00,1.00,0.00,3,12.00,4.00,B,Married Couple
747,94690,1993,2010,1,644,7,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
748,94690,1986,2010,10,910,12,100.00,18.00,2.50,7.50,1.00,1.00,2.00,5.00,1,2.00,1.00,1.00,1.00,6.00,2.00,3.00,2.00,3,11.00,13.00,B,Family
749,94690,1992,2016,6,355,8,200.00,0.00,7.50,12.50,3.00,5.00,10.00,7.00,1,1.00,1.00,5.00,1.00,4.00,3.00,5.00,5.00,3,16.00,17.00,B,Family
750,94690,1986,2007,12,910,16,100.00,18.00,2.50,7.50,1.00,1.00,2.00,5.00,1,2.00,1.00,1.00,1.00,6.00,2.00,3.00,2.00,3,11.00,13.00,B,Family
751,94690,1992,2011,7,644,15,142.00,79.00,7.50,17.50,3.00,4.00,8.00,5.00,1,1.00,1.00,1.00,0.00,3.00,3.00,4.00,4.00,3,9.00,14.00,B,Family
752,94690,1993,2010,11,644,14,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
753,94690,1986,2015,3,508,2,100.00,18.00,2.50,7.50,1.00,1.00,2.00,5.00,1,2.00,1.00,1.00,1.00,6.00,2.00,3.00,2.00,3,11.00,13.00,B,Family
754,94690,1993,2010,8,644,9,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
755,94955,1985,2013,9,676,6,80.00,76.00,2.50,7.50,1.00,2.00,2.00,5.00,1,2.00,1.00,2.00,1.00,2.00,1.00,1.00,0.00,3,12.00,4.00,B,Married Couple
756,95132,1986,2007,11,910,15,100.00,18.00,2.50,7.50,1.00,1.00,2.00,5.00,1,2.00,1.00,1.00,1.00,6.00,2.00,3.00,2.00,3,11.00,13.00,B,Family
757,95132,1992,2012,3,644,7,200.00,0.00,7.50,12.50,3.00,5.00,10.00,7.00,1,1.00,1.00,5.00,1.00,4.00,3.00,5.00,5.00,3,16.00,17.00,B,Family
758,95221,2014,2014,8,277,16,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
759,95575,1993,2011,4,644,1,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
760,95575,1997,2012,11,644,9,82.00,56.00,7.50,17.50,1.00,2.00,4.00,7.00,1,2.00,1.00,1.00,1.00,4.00,0.00,0.00,3.00,5,13.00,7.00,B,Married Couple
761,95575,1993,2007,10,644,14,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
762,95575,1993,2010,11,644,13,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
763,95575,1993,2010,6,644,19,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
764,95575,1993,2010,8,644,12,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
765,95575,1993,2009,10,644,19,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
766,95575,1993,2008,12,644,7,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
767,95575,1993,2010,8,644,18,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
768,96017,2014,2014,12,288,6,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
769,96017,2014,2014,4,288,5,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
770,96017,2014,2014,4,288,4,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
771,96017,2014,2014,2,288,4,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
772,96460,1992,2012,6,640,7,200.00,0.00,7.50,12.50,3.00,5.00,10.00,7.00,1,1.00,1.00,5.00,1.00,4.00,3.00,5.00,5.00,3,16.00,17.00,B,Family
773,96460,1993,2011,3,644,12,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
774,96460,1993,2011,9,644,1,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
775,96460,1993,2009,11,644,17,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
776,96460,1993,2010,1,644,13,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
777,96460,1993,2010,3,644,10,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
778,96469,2013,2016,1,426,1,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,B,Old
779,96469,2013,2016,1,426,1,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,B,Old
780,96902,1993,2011,2,644,7,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
781,97345,1993,2010,12,644,17,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
782,97345,1992,2011,7,914,18,142.00,79.00,7.50,17.50,3.00,4.00,8.00,5.00,1,1.00,1.00,1.00,0.00,3.00,3.00,4.00,4.00,3,9.00,14.00,B,Family
783,97345,1993,2011,2,644,7,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
784,97345,1993,2007,12,644,17,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
785,97345,1993,2011,3,644,10,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
786,97345,1986,2017,2,451,7,100.00,18.00,2.50,7.50,1.00,1.00,2.00,5.00,1,2.00,1.00,1.00,1.00,6.00,2.00,3.00,2.00,3,11.00,13.00,B,Family
787,97345,1993,2009,12,644,11,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
788,97345,2005,2010,5,572,8,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,B,Family
789,97345,1986,2016,6,508,7,100.00,18.00,2.50,7.50,1.00,1.00,2.00,5.00,1,2.00,1.00,1.00,1.00,6.00,2.00,3.00,2.00,3,11.00,13.00,B,Family
790,97345,1986,2016,3,508,8,100.00,18.00,2.50,7.50,1.00,1.00,2.00,5.00,1,2.00,1.00,1.00,1.00,6.00,2.00,3.00,2.00,3,11.00,13.00,B,Family
791,97345,2005,2011,3,572,10,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,B,Family
792,97345,1997,2013,10,558,10,82.00,56.00,7.50,17.50,1.00,2.00,4.00,7.00,1,2.00,1.00,1.00,1.00,4.00,0.00,0.00,3.00,5,13.00,7.00,B,University Student
793,97345,1986,2010,11,793,16,100.00,18.00,2.50,7.50,1.00,1.00,2.00,5.00,1,2.00,1.00,1.00,1.00,6.00,2.00,3.00,2.00,3,11.00,13.00,B,Family
794,97345,2006,2010,10,636,1,111.00,184.00,7.50,12.50,3.00,3.00,0.00,2.00,1,1.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,5,6.00,9.00,B,Family
795,97345,2005,2010,5,572,6,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,B,Family
796,98230,1993,2007,10,644,12,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
797,98407,2014,2014,5,288,5,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
798,98477,2013,2016,1,426,2,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,B,Family
799,98477,2013,2016,1,426,2,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,B,Family
800,98761,2014,2014,4,288,13,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
801,99115,1992,2013,11,576,12,200.00,0.00,7.50,12.50,3.00,5.00,10.00,7.00,1,1.00,1.00,5.00,1.00,4.00,3.00,5.00,5.00,3,16.00,17.00,B,Family
802,99115,2014,2016,3,288,7,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
803,99115,1993,2011,4,644,7,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
804,99539,2013,2016,1,426,3,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,B,Family
805,99539,2013,2016,1,426,3,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,B,Family
806,99539,2013,2016,1,426,3,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,B,Family
807,99557,1993,2011,9,644,1,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
808,99557,2014,2015,4,288,7,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
809,99823,2014,2014,4,288,15,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
810,99823,2014,2014,4,288,16,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
811,100000,1986,2008,9,910,16,100.00,18.00,2.50,7.50,1.00,1.00,2.00,5.00,1,2.00,1.00,1.00,1.00,6.00,2.00,3.00,2.00,3,11.00,13.00,B,Family
812,100000,1997,2012,9,644,14,82.00,56.00,7.50,17.50,1.00,2.00,4.00,7.00,1,2.00,1.00,1.00,1.00,4.00,0.00,0.00,3.00,5,13.00,7.00,B,Married Couple
813,100000,2014,2016,2,288,4,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
814,100000,1992,2011,11,644,10,142.00,79.00,7.50,17.50,3.00,4.00,8.00,5.00,1,1.00,1.00,1.00,0.00,3.00,3.00,4.00,4.00,3,9.00,14.00,B,Family
815,100000,1993,2011,3,644,13,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
816,100000,1986,2016,1,508,10,100.00,18.00,2.50,7.50,1.00,1.00,2.00,5.00,1,2.00,1.00,1.00,1.00,6.00,2.00,3.00,2.00,3,11.00,13.00,B,Family
817,100000,1992,2014,3,576,12,200.00,0.00,7.50,12.50,3.00,5.00,10.00,7.00,1,1.00,1.00,5.00,1.00,4.00,3.00,5.00,5.00,3,16.00,17.00,B,Family
818,100592,2013,2016,1,426,4,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,B,Family
819,100884,2014,2015,2,288,8,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
820,100884,1993,2010,10,644,11,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
821,100884,2005,2010,5,572,14,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,B,Family
822,100884,1986,2017,5,508,10,100.00,18.00,2.50,7.50,1.00,1.00,2.00,5.00,1,2.00,1.00,1.00,1.00,6.00,2.00,3.00,2.00,3,11.00,13.00,B,Family
823,101327,2014,2014,8,288,14,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
824,101327,1993,2008,2,644,11,523.00,536.00,2.50,17.50,8.00,8.00,20.00,6.00,2,0.00,1.00,5.00,0.00,4.00,3.00,5.00,5.00,4,14.00,17.00,B,Family
825,101548,2013,2016,1,426,6,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,B,Family
826,101548,2013,2016,1,426,5,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,B,Family
827,101548,2013,2016,1,426,5,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,B,Family
828,101769,2014,2015,1,288,8,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
829,101769,2014,2015,10,288,5,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
830,101769,2014,2015,8,288,5,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
831,101769,2014,2016,4,288,5,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
832,101769,1992,2013,3,644,11,200.00,0.00,7.50,12.50,3.00,5.00,10.00,7.00,1,1.00,1.00,5.00,1.00,4.00,3.00,5.00,5.00,3,16.00,17.00,B,Family
833,101769,1992,2014,10,576,1,200.00,0.00,7.50,12.50,3.00,5.00,10.00,7.00,1,1.00,1.00,5.00,1.00,4.00,3.00,5.00,5.00,3,16.00,17.00,B,Old
834,101769,1986,2015,8,508,11,100.00,18.00,2.50,7.50,1.00,1.00,2.00,5.00,1,2.00,1.00,1.00,1.00,6.00,2.00,3.00,2.00,3,11.00,13.00,B,Family
835,101769,2014,2015,3,288,8,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
836,101769,2014,2015,3,288,7,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
837,101769,1992,2011,11,644,10,142.00,79.00,7.50,17.50,3.00,4.00,8.00,5.00,1,1.00,1.00,1.00,0.00,3.00,3.00,4.00,4.00,3,9.00,14.00,B,Family
838,101769,1992,2013,4,576,4,200.00,0.00,7.50,12.50,3.00,5.00,10.00,7.00,1,1.00,1.00,5.00,1.00,4.00,3.00,5.00,5.00,3,16.00,17.00,B,Family
839,101769,1992,2017,3,576,15,200.00,0.00,7.50,12.50,3.00,5.00,10.00,7.00,1,1.00,1.00,5.00,1.00,4.00,3.00,5.00,5.00,3,16.00,17.00,B,Family
840,101769,2014,2015,3,288,6,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
841,101769,1997,2009,3,914,4,82.00,56.00,7.50,17.50,1.00,2.00,4.00,7.00,1,2.00,1.00,1.00,1.00,4.00,0.00,0.00,3.00,5,13.00,7.00,B,Married Couple
842,101769,1992,2010,2,914,9,142.00,79.00,7.50,17.50,3.00,4.00,8.00,5.00,1,1.00,1.00,1.00,0.00,3.00,3.00,4.00,4.00,3,9.00,14.00,B,Family
843,102212,2005,2011,5,572,12,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,B,Family
844,102212,2014,2015,4,288,13,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
845,102212,2005,2011,5,572,7,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,B,Family
846,102601,2013,2016,1,426,8,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,B,Family
847,102601,2013,2016,1,426,9,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,B,Family
848,102601,2013,2016,1,426,7,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,B,Family
849,102601,2013,2016,1,426,9,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,B,Family
850,102601,2013,2016,1,426,7,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,B,Family
851,102601,2013,2016,1,426,7,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,B,Family
852,102654,2014,2015,8,288,9,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
853,102654,2014,2017,3,288,7,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
854,102654,2014,2015,12,291,9,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
855,103097,2005,2010,10,572,2,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,B,Family
856,103097,1992,2011,7,644,19,142.00,79.00,7.50,17.50,3.00,4.00,8.00,5.00,1,1.00,1.00,1.00,0.00,3.00,3.00,4.00,4.00,3,9.00,14.00,B,Family
857,103362,1992,2014,7,576,11,200.00,0.00,7.50,12.50,3.00,5.00,10.00,7.00,1,1.00,1.00,5.00,1.00,4.00,3.00,5.00,5.00,3,16.00,17.00,B,Family
858,103539,2014,2014,12,288,11,11.00,108.00,2.50,7.50,1.00,3.00,0.00,3.00,1,2.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,2,8.00,8.00,B,Family
859,103539,2005,2010,5,572,13,67.00,798.00,2.50,7.50,8.00,6.00,0.00,5.00,2,0.00,1.00,5.00,0.00,3.00,4.00,4.00,4.00,7,13.00,15.00,B,Family
860,103539,1992,2013,10,576,2,200.00,0.00,7.50,12.50,3.00,5.00,10.00,7.00,1,1.00,1.00,5.00,1.00,4.00,3.00,5.00,5.00,3,16.00,17.00,B,Family
861,103539,1978,2009,10,903,3,87.00,0.00,2.50,2.50,2.00,1.00,4.00,3.00,2,1.00,1.00,0.00,0.00,3.00,3.00,3.00,2.00,3,7.00,11.00,B,Family
862,103663,2013,2016,1,426,16,8.00,930.00,2.50,2.50,7.00,6.00,14.00,5.00,1,1.00,1.00,0.00,1.00,4.00,2.00,2.00,3.00,7,9.00,11.00,B,Family
